pkg_name,title,developer,developer_id,category,content_rating,installs,score,ratings,reviews,released,updated,version,description,features,contains_ads,privacy_policy,size_mb,min_android_version
com.mapping.wifiX785,MAPPING WIFI,M.M. Global Trade Company Limited,M.M.+Global+Trade+Company+Limited,,Everyone,"5,000+",0.0,0.0,0.0,"Jan 14, 2019",,Varies with device,"MAPPING WIFI - This is a mobile application that use for Mister Robot - HYBRID MAPPING WIFI product only. Users can use this app instead of traditional remote control to control robot vacuum via wifi connection such as
- Start/Stop Cleaning
- Robot Monitoring
- Recharging
- Water Drop Level Control
- Direction Control
- Time Scheduling

If you have any question please contact us at misterrobotcleaner@gmail.com",,False,http://note.youdao.com/noteshare?id=97f55b5699271999d072c45139a6ade3,,
com.inmotion.sweeprobot.ldrobot_m.robomaxx,Robomaxx,"松騰實業有限公司 MATSUTEK Co., LTD.","%E6%9D%BE%E9%A8%B0%E5%AF%A6%E6%A5%AD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8+MATSUTEK+Co.,+LTD.",,Everyone,500+,,,,"Mar 31, 2020",,Varies with device,"Robomaxx Robots exclusive Cloud Intelligent Remote Management brings you to a brand new cleaning experience.
Iconic interface for easy to use not only control the fan power and also allows you to manage the cleaning efficiency of robotic vacuum cleaner including prohibited area, zone cleaning, schedule and so many great functions on any mobile phone.",,False,https://robomax.tw/smarthome/privacy/?app=Robomaxx,,
com.misterrobotcleaner.hmc,Mister Robot Touch,M.M. Global Trade Company Limited,M.M.+Global+Trade+Company+Limited,,Everyone,"1,000+",,,,"Sep 19, 2023",,Varies with device,"With the ‘Mister Robot Touch ‘App, you can use the following functions:
[Remote control] Remote control and setup of the robot anytime and anywhere
[Status View] Real time view of the working status of the robot
[Work Data] View the cleaning data of the robot
[Set Appointment] Set a scheduled cleaning task to automatically start working
[Do Not Disturb Mode] Set the Do Not Disturb time so that the robot will not disturb your rest
[Firmware Upgrade] Get feature updates and enjoy a better intelligent life
[Device sharing] Share the device with family and friends to use it together",,False,https://aiot-image-prod.oss-cn-shenzhen.aliyuncs.com/prod/agreements-manage/20230609/MM%20home%20privacy%20policy_1686300490954.md,,
com.ldrobot.miravac,My MIRAVAC,"松騰實業有限公司 MATSUTEK Co., LTD.","%E6%9D%BE%E9%A8%B0%E5%AF%A6%E6%A5%AD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8+MATSUTEK+Co.,+LTD.",,Everyone,100+,,,,"Mar 15, 2021",,Varies with device,"Download Miravac's free app “My MIRAVAC” from the App Store or Google Play to enjoy a new app-controlled cleaning experience. Connect to Wi-Fi and complete pairing to control cleaning from your smartphone using advanced features such as mapping, virtual wall zoning, scheduling, charging and so much more!",,False,https://www.miravac.com/pages/privacy-policy,,
com.inmotion.XrobotSweeper,Xrobot Sweeper,银星智能,%E9%93%B6%E6%98%9F%E6%99%BA%E8%83%BD,,Everyone,50+,,,,"Jun 20, 2018",,Varies with device,"This is an one-stop management platform for artificial intelligence device of XRobot, it can be used for control of XRobot floor cleaning robot, providing online real-time view of the track, setting up restricted areas and cleaning areas, spot cleaning, scheduled cleaning, etc. Unlock more amazing features, all in Xrobot Sweeper.You can get simple operation, convenient interaction and excellent experience indeed.",,False,https://intermachine.scvrobot.com/api/en/getUserProtocol?companyId=3,,
com.arzum.robotek,Robotek X2,Arzum Elektrikli Ev Aletleri,Arzum+Elektrikli+Ev+Aletleri,,Everyone,"10,000+",,,,"Jul 13, 2021",,Varies with device,"The Robotek X2 Robot Vacuum APP is a mobile applicationthat connects to Robotek X2 robot products. 
Users can replace the traditional remote control with APP, remote control the robot to clean,dock to charge,etc.
Equipment control, support direction control, cleaning preferences settings,etc.
Time Schedule, clean at any time within a week.
Equipment positioning, can view the data of cleaning area and cleaning time.
Support personalized settings of device name, time calibration, deleting equipment,etc.
If you have any questions or suggestions during use, please contact us by email，Mail address:  hasanyoruk@arzum.com",,False,https://www.arzum.com.tr/gizlilik-ilkeleri,,
com.vactronic.robot,Vactronic,VACTRONIC,VACTRONIC,,Everyone,500+,,,,"Oct 27, 2021",,Varies with device,"""The Vactronic App is a mobile phone application that connects Vactronic smart products. You can control the functions of the product and monitor your product in real-time through the application. Here, you can control the product anytime and anywhere, and you can also streamline communication between smart devices. Intercommunication makes the product more portable and smart during use.


Linkage control, easy to use
We want you to experience a smarter and more portable lifestyle. The app is simple to operate and you can quickly add a variety of home appliances while performing linkage operations to interconnect smart devices.

Share your joy with just one-click 
We want to add more fun to your life. With simple one-click sharing, you can share your device with family and friends, manage it remotely, experience convenience, and enjoy the fun of science and technology together.

Connect to the Internet in no time
After connecting to your smart device, you can
(1) Start and pause your robot remotely
(2) View the cleaning map and understand the robot cleaning area
(3) Set the cleaning mode you want to track cleaning tasks

Download now and experience this house cleaning """"beast"""" by Vactronic.""",,False,https://vactronic.eu/app-privacy-policy/,,
com.irobotix.thailand,Robotmaker,"Shenzhen PICEA Robotics Co., Ltd","Shenzhen+PICEA+Robotics+Co.,+Ltd",,Everyone,"1,000+",,,,"Jun 14, 2018",,Varies with device,"Robotmaker  APP can control your LiDAR Cleaning Robot wherever you are, the robot will carry out the cleaning working automatically according to your instructions through the APP, you just need to hail its high-efficient cleaning performances, and enjoy your clean and cosy home.

APP Intelligent Control
	Real time map: the map will be created simultaneously when robot start cleaning, you could see the working situation clearly through the APP.
	Control anywhere, anytime: easy control all functions of robot through the APP, Cleaning at anywhere, anytime
	Schedule: make the reservation for day to day cleaning working, cater for your customized cleaning requirements.
	Software update: understand the robot’s updated status through APP prompt, keep your robot with best performance.
	Multi-purpose: Not only can start, stop, pause cleaning and recharging, but support switching for multiple cleaning modes—standard, turbo, eco",,False,http://www.3irobotix.com/userPrivacy/userPrivacy.html,,
com.robotis.zip7h01Fms,GAEMI (GAEMI-0 F),ROBOTIS,ROBOTIS,,Everyone,100+,,,,"Nov 15, 2023",,Varies with device,"GAEMI (GAEMI F) helps you manage your robots with ease.  

Key Features:  
• Real-time monitoring of robot status (battery, location, operation status)  
• Remote control and configuration options  
• Instant notifications for quick response  
• Integration with various services to maximize operational efficiency  

Experience a wide range of services with the GAEMI (GAEMI F) app.",,False,http://www.robotis.com/sub/policy_app.html,,
com.autobot.new.fir,AUTOBOT APP,"Shenzhen PICEA Robotics Co., Ltd","Shenzhen+PICEA+Robotics+Co.,+Ltd",,Everyone,"10,000+",0.0,0.0,0.0,"Dec 6, 2019",,Varies with device,"The APP can control your LIDAR Cleaning Robot wherever you are, the robot will carry out the cleaning working automatically according to your instructions through the APP, you just need to hail its high-efficient cleaning performances, and enjoy your clean and cosy home.

APP Intelligent Control
	Real time map: the map will be created simultaneously when robot start cleaning, you could see the working situation clearly through the APP.
	Control anywhere, anytime: easy control all functions of robot through the APP, Cleaning at anywhere, anytime
	Schedule: make the reservation for day to day cleaning working, cater for your customized cleaning requirements.
	Software update: understand the robot’s updated status through APP prompt, keep your robot with best performance.
	Multi-purpose: Not only can start, stop, pause cleaning and recharging, but support switching for multiple cleaning modes—standard, turbo, eco",,False,http://www.3irobotix.com/userPrivacy/Autobot/user_privacy_en.html,,
com.haier.hirobot,HiRobot,TAB Robot,TAB+Robot,,Everyone,"5,000+",0.0,0.0,0.0,"Nov 20, 2022",,Varies with device,"HiRobot App is the mobile application of Haier's overseas robot products. You can complete the functional control of the robot through the App, and easily unlock smart and clean life.

【Equipment Information】
Working status, mode selection, fault information and so on at a glance.
[Appointment for cleaning]
According to your living habits and work hours, personalized robot working hours.
【 Clean area 】
The selected room in the map is divided into regions to quickly realize the cleaning of the designated area.
【Restricted Area Setting】
By manually setting the restricted area and virtual wall, avoid the robot entering the area you do not want to clean.
【Firmware upgrade】
The robot can be updated, unlocked and optimized through remote OTA.
Note: The actual function of the specific model shall prevail.

Official website: https://www.haier.com",,False,https://qin.tuyaus.com/app-agreement/auto/1653318240/latest/1/3/smart/app/package/1653318240/privacyUrl_1741169114839.html,,
com.irobotix.eta,ETA Navaggio,ETA a.s.,ETA+a.s.,,Everyone,"10,000+",0.0,0.0,0.0,"Sep 9, 2021",,Varies with device,"Basic characteristics:
- Intelligent cleaning planning - the possibility of setting individual days, hours and with the possibility of setting individual rooms
- Automatic division of rooms after obtaining a map with the possibility of subsequent editing
- Delimitation of forbidden zones (up to 10) and zones for current zone cleaning (up to 10)
- Creation of up to 5 maps of vacuumed areas
- If the application is connected to the Internet, the vacuum cleaner can be controlled remotely even if you are not at home
- Monitoring the current state and movement of the vacuum cleaner; including history
- The vacuum cleaner can be controlled from multiple user accounts
- Choice of cleaning mode: automatic, zone, local, double
- Warning of the need to maintain individual parts of the vacuum cleaner
- It also allows manual guidance of the vacuum cleaner
- DO NOT DISTURB function at an adjustable time of day
- Setting of suction power and moping intensity - 3 levels",,False,https://privacy.3irobotix.net/user-privacy/eta/user_privacy_en.html,,
com.grit.robotsweeper,Robot Sweeper,Grit Technology,Grit+Technology,,Everyone,"10,000+",0.0,0.0,0.0,"Mar 9, 2023",,Varies with device,"Connecting to the Robot Cleaner APP you can unlock the following functions.
Device information: You can display information about device functions, working status, fault exceptions, consumables life, etc. 
House map: By building a floor cleaning house map, you can personalize the name, zone, and set the rooms and areas you want to clean.
Suction power level: Four levels of suction power can be switched to personalize the level you need according to the dirtiness of the area you are cleaning.
Appointment cleaning: You can personalize the time and number of times the machine works according to your living habits and cleaning needs.
Firmware upgrade: With OTA technology, you can constantly upgrade the firmware version of your robot to experience smarter continuous improvement.",,False,https://info.inxni.com/Honor/PolicyAgreement/PrivacyPolicy_English.html,,
com.atvel.robot,Atvel robots,Grandstone,Grandstone,,Everyone,"5,000+",,,,"Mar 30, 2021",,Varies with device,"The Atvel Robot APP is a mobile applicationthat connects to Atvel robot products. 
Users can replace the traditional remote control with APP, remote control the robot to clean,dock to charge,etc.
Equipment control, support direction control, cleaning preferences settings,etc.
Time Schedule, clean at any time within a week.
Equipment positioning, can view the data of cleaning area and cleaning time.
Support personalized settings of device name, time calibration, deleting equipment,etc.
If you have any questions or suggestions during use, please contact us by email，Mail address:  info@atvel.com
Equipment positioning, can view the data of cleaning area and cleaning time.
Support personalized settings of device name, time calibration, deleting equipment,etc.
If you have any questions or suggestions during use, please contact us by email，Mail address:  info@atvel.com",,False,https://baole-release.oss-cn-shenzhen.aliyuncs.com/Atvel.html,,
robot.Vac,Robot Vac,Ocumow,Ocumow,,Everyone,"5,000+",3.3225806,36.0,17.0,"Apr 22, 2020",1706519727.0,2.0.7,"The Kenmore Smart Robot Vacuum app  allows you to conveniently connect and control your robot anytime and anywhere from your mobile device. 
The Kenmore Smart Robot Vacuum 
Features: 
•	Clean your house whether you are home or away 
•	Set future cleaning sessions that work for your busy schedule 
•	Choose between 4 cleaning modes including: Auto, Spot, Edge, and Single Room
•	Control the robots cleaning strength with Eco, Normal and Turbo modes
•	Remotely check the status of your robot – including the battery level, cleaning mode, and more
•	Access instruction manuals, FAQ’s and more
The Kenmore Smart Robot Vacuum 
Requirements: 
•	Supports model numbers 31510 and XXXX
•	Wi-Fi with 2.4GHz band support
•	Mobile device with Apple iOS9 or later 
The Kenmore Smart Robot Vacuum app
Visit Kenmore.com for additional support or call our customer service team at 1-877-531-7321",,False,http://www.cleva-na.com/,,
com.yunshi.robotlife,Lefant,Included User Muanual,Included+User+Muanual,,Everyone,"500,000+",3.12,1602.0,144.0,"Jul 8, 2021",1765559127.0,v3.3.10,"*T series and M500 series are not currently supported, coming soon

[Check Routine] 
Check your cleaning task anytime you want, with whole routine record and 
keep your space always clean
[Remote Control] 
Wherever you are, schedule your cleaning task with no worries, enjoy your fresh space when you get home
[Fast update] 
One-click firmware update for better experience
[Customer Service]
Built-in support functions help you solve any problems you may encounter. Purchase our products with no worries.We are sincerely grateful for your support",,False,https://mobile.useerobot.com/#/pages/center/agreement/agreement?lang=en-US&privacy=0,,
com.irobot.home,iRobot Home (Classic),iRobot,iRobot,,Everyone,"10,000,000+",4.020065,180064.0,21756.0,"Sep 16, 2015",1764774629.0,Varies with device,"The classic iRobot Home App is compatible with older Roomba®, Braava® and Klaara™ products, including Roomba® or Roomba Combo® e, i, s, m, j, Essential, Essential 2, and 10 Max series robots. For other Roomba® models, please download the Roomba® Home app.

Take control of cleaning your home with the classic iRobot Home app. The easy-to-use app offers enhanced maps, room, zone and object-specific cleaning, customized scheduling, personalized cleaning suggestions, and simple smart home integrations with Alexa, Siri, and Google Assistant-enabled devices*, all designed to make sure you get the most out of your iRobot floor cleaning robots. Feature availability varies by model.

*Works with Alexa, Siri, and Google Assistant-enabled devices. Alexa and all related logos are trademarks of Amazon.com or its affiliates. Google and Google Home are trademarks of Google LLC. Siri is a registered trademark of Apple Inc., registered in the U.S. and other countries and regions.",,False,https://www.irobot.com/legal/privacy-policy,,
com.chasing.poolrobot,Poolmate Bot,CHASING-INNOVATION TECHNOLOGY CO LTD,CHASING-INNOVATION+TECHNOLOGY+CO+LTD,,Everyone,"5,000+",1.0,14.0,5.0,"Jul 12, 2022",1751881547.0,2.1.5.15,"""Intelligent Control with APP, Just Effort-Free
   CHASING CM600 can be remotely controlled with the CHASING GO3 APP. The APP has functions such as scheduled cleaning (timer/delay), unattended operation, and one-key recycling. Other than the intelligent one-tap cleaning, you can also clean your pool using the lag-free manual mode.",,False,https://www.chasing.com/zh/after-sale-service-policies.html,,
com.misterrobotcleaner.sneg,SNEG,"Shenzhen PICEA Robotics Co., Ltd","Shenzhen+PICEA+Robotics+Co.,+Ltd",,Everyone,10+,,,,"Apr 16, 2024",,Varies with device,"1. Mobile control: control smart appliances from anywhere
2. Timer: set scheduled cleanup / delayed start directly from the application
3. Sharing: possibility to share appliance control with other household members
4. Simple and intuitive connection and control",,False,https://aiot-image.3irobotix.net/Privacy/20240428/PrivacyPolicy.html,,
com.zbeetles.autobot2,AUTOBOT ULTRA,Autobot.dev,Autobot.dev,,Everyone,"1,000+",,,,"Dec 12, 2022",,Varies with device,"1. ""Individual cleaning settings"": deep or silent cleaning It all depends on you. 2. ""Family Sharing"": One Xiao Wu. The whole family can have fun together , ""Real-time route display"": show the route through honestly And going through that is all new.",,False,https://autobot.zbeetle.com/h5/en/2.html,,
com.autobotplus.com,Autobot+,Autobot.dev,Autobot.dev,,Everyone,"10,000+",,,,"Dec 5, 2020",,Varies with device,"1. Control the Autobot device through the phone
2. Set time to work the Autobot device
3. Check the operation status of the Autobot device.
4. Operate the device by voice
5. Share devices within the family",,False,https://qin.tuyacn.com/app-agreement/en/1301967241/v1.1.1/1/smart/app/package/1301967241/privacyUrl_1606794413640.html,,
com.irobotix.wilfa,RVC connect,"Shenzhen PICEA Robotics Co., Ltd","Shenzhen+PICEA+Robotics+Co.,+Ltd",,Everyone,"5,000+",,,,"Aug 1, 2023",,Varies with device,"The modern way to clean your house is easy, requires minimal effort and with great results.

Providing an easy and convenient way to maintain a clean home is what we aim for. That enables you to spend your time, a highly valued asset, on whatever you prefer.

- Local languages (EN/NO/SE/FI/DK/DE)
- Detailed customized schedules
- Specific carpet and wet-mop settings
- Customizable settings for vacuuming, wet-mopping and combinations.
- Easy map customization and information
- No mop zones, no go zones and virtual walls
- Much more…

Compatible with (not exhaustive):
Wilfa Innobot RVC-D4000LIN, RVC-D4000SL, RVC-D4000SL+, RVC-D4000AI, RVC-B4LIN, RVC-B4LIN+, RVC-W4LIN+",,False,https://privacy.3irobotix.net/user-privacy/330G/RCVhomePrivacyPolicy.html,,
com.irobotix.yosomi,icotech,Icotech Home Technology,Icotech+Home+Technology,,Everyone,500+,,,,"Aug 23, 2023",,Varies with device,"The icotech APP allows you to remotely control your laser sweeping robot through your mobile phone whether you are at home or when you are out, allowing the robot to perform daily cleaning tasks autonomously. All you need to do is admire its efficient cleaning ability and enjoyment a warm and clean home environment.

APP intelligent control
1) Check the real-time map, the robot builds the map in real time during cleaning, so that you can see its working situation at a glance
2) Remote cleaning, simple operation can remotely control all functions of the machine, one-key cleaning anytime, anywhere
3) Make an appointment for cleaning and set the time for daily cleaning work to meet your exclusive cleaning needs
4) It can start, stop, suspend cleaning and recharging, and also supports multiple cleaning mode switching - high-performance cleaning/energy-saving mode",,False,https://aiot-all-prod.oss-cn-shenzhen.aliyuncs.com/prod/agreements-manage/20230628/icotech-RCVhome_privacy-TR_1687922108413.md,,
com.itonsoft.unlockseauto,Unlock Seauto Robot,Safesky,Safesky,,Everyone,"10,000+",2.5522387,113.0,55.0,"May 15, 2024",1758533377.0,1.3.6,"Unlock Seauto Robot APP is for unlock and switch modes of Seauto new pool cleaer Crab. Connect the cleaner through Bluetooth, after unlocking, the cleaner can switch modes by pressing the button, as well as by setting on the APP in your phone.",,False,https://note.youdao.com/s/lcqBV3J,,
com.irobotix.iot.ETA.DM3,ETA AQUILO,ETA a.s.,ETA+a.s.,,Everyone,"1,000+",,,,"Nov 16, 2023",,Varies with device,"Basic characteristics:
 - Intelligent cleaning planning - the possibility of setting individual days, hours and with the option of setting individual rooms
 - Automatic division of rooms after obtaining the map with the possibility of subsequent editing
 - Definition of prohibited zones and zones for current zone cleaning
 - Creation of multiple maps of vacuumed spaces
 - If the application is connected to the Internet, the vacuum cleaner can be controlled remotely even if you are away from home
 - Monitoring the current status and movement of the vacuum cleaner; including history
 - The vacuum cleaner can be controlled from multiple user accounts
 - Choice of cleaning mode: automatic, zone, local, double, along the walls
 - Warning about the necessity of maintenance of individual parts of the vacuum cleaner
 - It also enables manual guidance of the vacuum cleaner
 - Do Not Disturb function at adjustable time of day
 - Adjustment of suction power and mopping intensity",,False,https://aiot-all-prod.oss-cn-shenzhen.aliyuncs.com/prod/agreements-manage/20231116/1700136985735477.md,,
com.yujinrobot.iclebo,iCLEBO O5,"Yujin Robot Co., Ltd","Yujin+Robot+Co.,+Ltd",,Everyone,"10,000+",0.0,0.0,0.0,"Sep 28, 2018",,Varies with device,"Try various and convenient features of iCLEBO O5 App.

- Remote Cleaning
- My Cleaning Mode
- My Home Map
- Non-Cleaning Zone
- Schedule Cleaning
- Software Update
- Other Functions


# REMOTE CLEANING

Start and stop clean, change cleaning mode, and use more functions anytime, anywhere!


# MY CLEANING MODE

Set a customized cleaning mode to your preference.


# MY HOME MAP

Monitor cleaning status with real-time map.


# NON-CLEANING ZONE

Draw non-cleaning zone on a saved map for iCLEBO to skip the area.


# SCHEDULE CLEANING

Set cleaning schedule any day of the week at your convenient time.


# SOFTWARE UPDATE

Check your robot status with the App. and on-time software update is avaialble.


# VOICE CONTROL

Simply speak up!  iCLEBO O5 is compatiable with Alexa/Google Assistant in United States.


# VOICE REPORT

iCLEBO O5 speaks as well! Easily find out the status of your robot.


# OTHER FUNCTIONS

Register your iCLEBO and create a nickname
Purchase robot accessories at iCLEBO Store",,False,http://www.iclebo.com/html/privacy.html,,
com.ecovacsdeebotozmo950,Ecovacs Deebot Ozmo 950 Guide,onlinecamdev,onlinecamdev,,Everyone,"1,000+",3.3333333,14.0,1.0,"Feb 7, 2022",,Varies with device,"Do you own Ecovacs Deebot Ozmo 950 Robot Vacuum Cleaner? In the content of this app, the following topics that may always be useful to you are explained;

* About Ecovacs Deebot Ozmo 950 and it's features
* Instructions Before Using This Appliance
* About Operating and Programming
* Product Diagram & Specifications
* About Choosing a Suction Option
* About Maintenance & Troubleshooting
* Frequently Asked Questions 

This app is a guide that should be at hand for anyone with Ecovacs Deebot Ozmo 950. It does not belong to an official brand.",,True,https://onlinecamdev.github.io/privacy.html,,
com.ldrobot.tyw2concept,Concept Robot,Jindřich Valenta - Concept,Jind%C5%99ich+Valenta+-+Concept,,Everyone,"50,000+",1.5,631.0,8.0,"Mar 30, 2020",1700468258.0,V1.8.1,Využijte váš robotický vysavač naplno. Díky aplikaci můžete robota ovládat přes mobil. Díky laserové navigaci robot sám rozezná místnosti a vy si můžete naplánovat pro každou znich vlastní harmonogram uklízení. V aplikaci budete mít pod kontrolou kromě vysávání i vytírání a sušení podlahy,,False,https://images.tuyacn.com/app/html/w2_concept_privacy_protocol_en.html,,
com.autobot.mega,Autobot Robotics WiFi,"Guangzhou Haoqin Robot Technology Co., Ltd","Guangzhou+Haoqin+Robot+Technology+Co.,+Ltd",,Everyone,"1,000+",0.0,0.0,0.0,"Jul 15, 2018",,Varies with device,"The MEGA Robot Vacuum APP is a mobile application that connects to MEGA robot products. Users can replace the traditional remote control with APP, remote control the robot to clean,dock to charge,etc.
·Equipment control, support direction control, cleaning preferences settings,etc..
·Time Schedule, clean at any time within a week.
·Equipment positioning, can view the data of cleaning area and cleaning time.
·Support personalized settings of device name, time calibration, deleting equipment,etc.
If you have any questions or suggestions during use, please contact us by email，Mail address: autobot.main@gmail.com",,True,https://note.youdao.com/share/?id=bd49680fa80387f9c8034f17adf323e5&type=note#/,,
com.cenobots.app,CenoBots,CenoBots,CenoBots,,Everyone,"1,000+",0.0,0.0,0.0,"Nov 9, 2023",,Varies with device,"The APP of the CenoBots cleaning robot can connect to the robot, check the robot's power, current status, scheduled tasks, historical tasks, maintenance records and other information; at the same time, you can set scheduled tasks for the cleaning robots you manage; you can also view the robot's recent  location, map; you can view the latest cleaning work statistics of the robot; it is a convenient means of managing the robot.",,False,https://www.cenobots.com/privacy-policy,,
com.bluebot.blbt,Bluebot Robotics,Blaupunkt Robotics,5294090915238498460,,Everyone,"10,000+",0.0,0.0,0.0,"May 5, 2018",,Varies with device,"The Bluebot Robotics Robot Vacuum APP is a mobile application that connects to Bluebot Robotics robot products. 
Users can replace the traditional remote control with APP, remote control the robot to clean, dock to charge, etc.
Equipment control, support direction control, cleaning preferences settings, etc.
Time Schedule, clean at any time within a week.
Equipment positioning, can view the data of cleaning area and cleaning time.
Support personalized settings of device name, time calibration, deleting equipment, etc.
If you have any questions or suggestions during use, please contact us by email，Mail address:  support@blaupunktrobotics.eu",,False,https://blaupunktrobotics.eu/en/privacy-policy/,,
com.irobotix.commodore,Commodore,KSR Group,KSR+Group,,Everyone,"1,000+",,,,"Sep 29, 2021",,Varies with device,"The Commodore app is designed to give you full control over your Commodore robot, from apartment plan to cleaning schedules, cleaning strength and more. Once you've set it up the way you want it, you can let your robot work completely on its own.

In addition to the conventional control options of the remote control
The following are also available to you with the app
Functions available:
• Location-independent control of the robotic vacuum cleaner and the
Planned time
• Check and manage the maps of the area created by the vacuum robot
and the cleaning history
• Selection of the areas to be cleaned by the robot vacuum cleaner
(e.g. individual rooms)
• Establishing virtual exclusion zones and boundaries
• Choice of all cleaning modes (including spot mode) and
Adjustment of the suction power
• Regulation of water consumption
• Changing / deactivating the pre-programmed rest time",,False,https://www.commodore-home.com/datenschutzerklaerung,,
com.ivac.cobotic,Co-botic,i-team developer,7132972620575294967,,Everyone,"1,000+",,,,"Jan 31, 2021",,Varies with device,"Co-botic App is your home's intelligent hardware management platform. With the Co-botic App, you can complete the convenient and fast interaction between the mobile phone and the intelligent hardware, and realized the interconnection between the smart devices.
You and the smart life, only a distance from the Co-botic App.
Linked control, easy to use
Quickly grasp the addition and operation of devices to achieve interoperability between smart devices.
Personalized customization, as you like
Set up a personalized smart scene according to your own usage habits
Device sharing, fun to pass
Sharing equipment for family and friends, sharing the fun of technology.
Enjoy Co-botic App, Love Co-botic App",,False,https://dl.botifyrobot.com/agreements/iwalkapp/en/Privacy_Policy_AI_team_Pte.html,,
com.guideformirobotvacuummop.companyconsole1.guide.mi.robot.vacuum.mop,Guide for Mi Robot Vacuum Mop,Alsutue ltd,Alsutue+ltd,,Everyone,500+,,,,"Mar 25, 2023",,Varies with device,"Guide for Mi Robot Vacuum Mop app

In this guide app for Mi Robot Vacuum mop, the features of the device, how to setup and use it, routine maintenance and solutions to potential problems are explained.

When the Xiaomi robot vacuum-mop is cleaned in the mode you set, it automatically returns to the charging slot to recharge.

The Xiaomi Mi Robot vacuum mop is only for floor cleaning in a home environment. Do not use outdoors, on unfloored surfaces, in a commercial or industrial environment. You can control your device by pairing it with Amazon Alexa and Google Assistant. Mi Robot scans the home environment while on the go, allowing the creation of a cleaning plan.



This guide application provides quite good information regarding connect with mi home xiaomi home app and installing accessories for desired mode, below is a summary description of the product.

Tangki air 200 ml yang dikendalikan secara elektronik dilengkapi dengan 3 pengaturan ketinggian air, untuk mengendalikan aliran air secara efektif, mencegah rembesan, dan melindungi lantai kayu dan ubin Anda dari kerusakan. Dilengkapi 4 setelan isap untuk berbagai ruangan dan berbagai jenis kotoran.

Mudah menangani segala kotoran, dari benda seukuran kacang polong hingga debu dan rambut. Daya isap merupakan kunci pembersihan. Motor Nidec Jepang memberikan daya isap 2200 Pa* untuk menghilangkan debu lantai dengan cepat dan membersihkan celah secara menyeluruh.






Disclaimer:
This application is unofficial and was created by a group of fans of this product and the purpose of the application is to guide people on how to use the product correctly
The content of this application is not affiliated with, endorsed, sponsored, or specifically approved by any party or organization
All the content in this app is are found in alot of websites and platforms as free and the credit goes to their respective owners. 
No copyright infringement is intended, and any request to remove one of the contents will be honored. We do not claim any rights 
for any content in this application so if you find the content of this app violates copyright or google play policy, please report 
it to us and we will remove it .For more information or request to remove anything, Contact us at:
appscreator2022@gmail.com


If we violate intellectual property rights or copyrights, please contact us by e-mail.
The application will be removed directly",,True,https://223821.hostmypolicy.com/,,
com.timyerc.iglassbot,iGLASSBOT,Timye77,Timye77,,Everyone,"10,000+",0.0,0.0,0.0,"Oct 18, 2017",,Varies with device,"function description:The user can use the smart phone to search for the clean machine Bluetooth signal and connected , you can build real-time with their
Contact , and then remote control and management in order to achieve the purpose of human-computer interaction .",,False,http://www.iglassbot.com/ProVac-Titan/privacy-notice,,
com.tab.tabbot,TABbot,"Shenzhen PICEA Robotics Co., Ltd","Shenzhen+PICEA+Robotics+Co.,+Ltd",,Everyone,50+,,,,"Nov 8, 2024",,Varies with device,"TAB robot is a humanistic brand that always cares about every user. You can complete the functional operation of the robot through the APP, and remotely check the running status, saving worry and trouble, and better serving our life.

【 Powerful remote control ability 】
When you complete the binding of the product, as long as your mobile phone has the network, you can control it through the mobile phone, and you can clearly understand the running track and completion of the robot by viewing the map; Through map editing, it is also possible to delimit voting areas and prohibited areas.
【 Multiple operation mode selection 】
The robot has a variety of cleaning modes, you can choose the mode that suits you through the APP: such as the size of suction, the amount of mop water and so on;
【OTA】
We will also continue to upgrade products through OTA to bring you new experiences.",,False,https://qin.tuyacn.com/app-agreement/en/1027303214/v1.0.0/1/smart/app/package/1027303214/privacyUrl_1715769242035.html,,
com.ihome.robot,iHome Clean,Silver Point Technologies,Silver+Point+Technologies,,Everyone,"100,000+",2.5,520.0,401.0,"Sep 10, 2020",1730139769.0,4.1.5,"iHome Clean 

The iHome Clean App gives you full control over your iHome AutoVac

The iHome Clean App will walk you through the steps to connect your iHome AutoVac to your 2.4G Wi-Fi for full access to the iHome Clean App’s Features:

Control iHome AutoVac Cleaning
- Start and Stop Cleaning from Anywhere
- Set your Cleaning Schedule 
- Send your iHome AutoVac back to the Charging Base
- View the Autovac cleaning path with Homemap Technology 
- Control the suction modes with the Hyperdrive Technology 
- View cleaning history - duration and floor area
- Control your iHome AutoVac Manually w/ D-pad control
- Manage Shared Users


Requirements
- Wi-Fi with 2.4GHz band support 
- Autovac Eclipse, Juno, Luna,  Nova, Halo or Orbita

Visit iHomeClean.com for additional Support and Information.",,True,https://www.ihomeclean.com/support/privacy-policy,,
com.iboto.smart,iBoto Smart,IBoto,IBoto,,Everyone,"50,000+",0.0,0.0,0.0,"Jul 27, 2020",,Varies with device,"Automation of cleaning with iBoto robot vacuum cleaners is not only a way to maintain perfect cleanliness, but also an opportunity to free up time for creation, communication, love, self-development, and recreation. Be free from household chores — and the rest will be taken care of by smart iBoto robotics!",,False,https://www.iboto.ru/,,
